 #     20   60.00   10.00  1    0.75   5      -1
 1    1      9.78529E-001     -3.20532E-003     -3.68691E-012
 1    2      9.75621E-001     -1.47196E-002     -1.12715E-001
 1    3      9.63302E-001     -5.59650E-002     -2.52627E-001
 1    4      9.26008E-001     -1.29461E-001     -3.72892E-001
 1    5      8.25998E-001     -1.96024E-001     -3.79670E-001
 1    6      6.26010E-001     -1.87405E-001     -2.68164E-001
 1    7      3.90851E-001     -1.14173E-001     -1.33508E-001
 1    8      2.37584E-001     -5.23460E-002     -5.23460E-002
 1    9      1.69699E-001     -2.30770E-002     -1.88745E-002
 1   10      1.44522E-001     -1.23891E-002     -6.16900E-003
 1   11      1.38220E-001     -9.81498E-003      1.17406E-013
 1   12      1.44522E-001     -1.23891E-002      6.16900E-003
 1   13      1.69699E-001     -2.30770E-002      1.88745E-002
 1   14      2.37584E-001     -5.23460E-002      5.23460E-002
 1   15      3.90851E-001     -1.14173E-001      1.33508E-001
 1   16      6.26010E-001     -1.87405E-001      2.68164E-001
 1   17      8.25998E-001     -1.96024E-001      3.79670E-001
 1   18      9.26008E-001     -1.29461E-001      3.72892E-001
 1   19      9.63302E-001     -5.59650E-002      2.52627E-001
 1   20      9.75621E-001     -1.47196E-002      1.12715E-001
 2    1      9.78107E-001     -5.71843E-003     -4.18399E-012
 2    2      9.74072E-001     -1.59191E-002     -1.48844E-001
 2    3      9.55682E-001     -5.03371E-002     -3.20117E-001
 2    4      8.93479E-001     -1.03962E-001     -4.29627E-001
 2    5      7.24164E-001     -1.36323E-001     -3.69193E-001
 2    6      4.58632E-001     -1.02229E-001     -1.96119E-001
 2    7      2.58441E-001     -4.84910E-002     -7.17051E-002
 2    8      1.69699E-001     -1.88745E-002     -2.30770E-002
 2    9      1.37173E-001     -7.63743E-003     -7.63743E-003
 2   10      1.25577E-001     -4.00687E-003     -2.44164E-003
 2   11      1.22626E-001     -3.18901E-003     -6.38656E-014
 2   12      1.25577E-001     -4.00687E-003      2.44164E-003
 2   13      1.37173E-001     -7.63743E-003      7.63743E-003
 2   14      1.69699E-001     -1.88745E-002      2.30770E-002
