#  20   20.00    0.00  1    0.60   1      33
 1    1      2.37830E-001     -2.86299E-003     -2.69173E-002
 1    2      2.41725E-001      1.32785E-003     -2.59198E-002
 1    3      2.59531E-001      5.18796E-002     -1.71306E-002
 1    4      3.14880E-001      2.02705E-001      1.63972E-002
 1    5      4.62825E-001      4.44936E-002      1.40546E-002
 1    6      7.95026E-001     -1.18113E-001     -1.74852E-002
 1    7      9.25517E-001     -3.59061E-002     -7.19364E-003
 1    8      9.55348E-001      6.83461E-003      4.61221E-003
 1    9      9.64263E-001      4.83656E-003      1.07172E-003
 1   10      9.67231E-001      1.32462E-003     -6.63328E-004
 1   11      9.67800E-001     -1.78349E-004     -1.05324E-003
 1   12      9.66073E-001     -7.88584E-004     -1.27950E-003
 1   13      9.58683E-001      2.30820E-004     -7.41772E-004
 1   14      9.31740E-001      2.71573E-002      1.07348E-002
 1   15      8.19189E-001      1.17414E-001      2.67190E-002
 1   16      4.86859E-001     -2.12345E-001      4.85668E-003
 1   17      2.84033E-001     -7.86127E-002     -2.54152E-002
 1   18      2.43112E-001     -7.27181E-003     -2.84735E-002
 1   19      2.37416E-001     -5.40289E-004     -2.79357E-002
 1   20      2.37000E-001     -1.58409E-003     -2.73216E-002
 2    1      2.38713E-001     -2.56466E-003     -4.66874E-002
 2    2      2.42596E-001      3.39742E-004     -4.69951E-002
 2    3      2.58460E-001      3.62510E-002     -3.91676E-002
 2    4      2.97859E-001      1.47077E-001     -1.43884E-003
 2    5      3.60185E-001      7.11780E-002      2.98471E-002
 2    6      6.29195E-001     -8.97734E-002      6.36255E-003
 2    7      8.77595E-001     -6.22950E-002     -5.88004E-003
 2    8      9.41929E-001      1.10151E-002      4.52248E-003
 2    9      9.60591E-001      7.68672E-003      1.03230E-003
 2   10      9.66488E-001      1.72327E-003     -4.81466E-004
 2   11      9.67925E-001     -1.69964E-004     -4.98592E-004
 2   12      9.66632E-001     -6.40757E-004     -4.28545E-004
 2   13      9.60360E-001     -5.49595E-004     -3.33677E-004
 2   14      9.38369E-001      1.15835E-002      4.54402E-003
 2   15      8.54407E-001      9.49895E-002      2.65584E-002
 2   16      5.43198E-001     -1.51012E-001      9.51214E-003
 2   17      2.96175E-001     -6.58151E-002     -3.43469E-002
 2   18      2.44675E-001     -6.61626E-003     -4.47418E-002
 2   19      2.38019E-001     -8.37224E-004     -4.56382E-002
 2   20      2.37698E-001     -1.56939E-003     -4.59701E-002
 3    1      2.39087E-001     -1.42528E-003     -5.38619E-002
 3    2      2.42943E-001      2.76716E-004     -5.46306E-002
 3    3      2.57882E-001      2.10672E-002     -4.72113E-002
 3    4      2.90489E-001      8.58704E-002     -8.55011E-003
 3    5      3.10307E-001      5.33311E-002      3.92170E-002
 3    6      4.50825E-001     -4.26971E-002      3.34718E-002
 3    7      7.75037E-001     -6.68834E-002      3.22597E-003
 3    8      9.18304E-001      1.13718E-002     -2.94507E-003
 3    9      9.55454E-001      8.41670E-003     -5.41625E-004
 3   10      9.65668E-001      1.61019E-003      3.55246E-004
 3   11      9.68049E-001     -2.29993E-004      5.45485E-004
 3   12      9.67004E-001     -5.19270E-004      4.13981E-004
 3   13      9.61261E-001     -5.08890E-004      1.56923E-004
 3   14      9.41555E-001      4.67728E-003      2.14473E-003
 3   15      8.69577E-001      5.71269E-002      2.48991E-002
 3   16      5.79613E-001     -8.38622E-002      1.26585E-002
 3   17      3.05487E-001     -4.19871E-002     -3.44599E-002
 3   18      2.45804E-001     -4.28415E-003     -5.02251E-002
 3   19      2.38323E-001     -4.88046E-004     -5.20100E-002
 3   20      2.38002E-001     -8.63128E-004     -5.27336E-002
 4    1      2.38875E-001     -3.26867E-004     -4.98371E-002
 4    2      2.42654E-001      1.37219E-004     -5.00273E-002
 4    3      2.57183E-001      5.68226E-003     -4.19221E-002
 4    4      2.87515E-001      2.29828E-002     -2.31070E-003
 4    5      2.93980E-001      1.53547E-002      5.07862E-002
 4    6      3.65395E-001     -8.82171E-003      6.06322E-002
 4    7      6.64160E-001     -2.40265E-002      1.41455E-002
 4    8      8.95361E-001      3.96038E-003     -1.51290E-002
 4    9      9.51250E-001      3.11804E-003     -4.82245E-003
 4   10      9.65080E-001      5.65081E-004      6.24441E-004
 4   11      9.68136E-001     -8.71831E-005      1.33650E-003
 4   12      9.67204E-001     -1.68148E-004      9.74072E-004
 4   13      9.61640E-001     -1.52580E-004      5.23698E-004
 4   14      9.42709E-001      1.07621E-003      1.78066E-003
 4   15      8.74550E-001      1.53363E-002      2.44179E-002
 4   16      5.95269E-001     -2.15410E-002      1.61280E-002
 4   17      3.09722E-001     -1.16336E-002     -2.94282E-002
 4   18      2.46118E-001     -1.17093E-003     -4.71297E-002
 4   19      2.38199E-001     -9.87412E-005     -4.88474E-002
 4   20      2.37820E-001     -1.86209E-004     -4.91901E-002
 5    1      2.38952E-001      5.95663E-004     -5.12840E-002
 5    2      2.42750E-001     -2.15504E-004     -5.16636E-002
 5    3      2.57349E-001     -9.95401E-003     -4.37798E-002
 5    4      2.88014E-001     -4.03377E-002     -4.43442E-003
 5    5      2.96325E-001     -2.66612E-002      4.78051E-002
 5    6      3.78371E-001      1.63004E-002      5.48528E-002
 5    7      6.86387E-001      4.02245E-002      1.19665E-002
