 #     20   60.00    0.00  1    0.75   2      55
 1    1      9.90910E-001     -3.01157E-003     -4.76771E-003
 1    2      9.90438E-001     -1.08728E-002     -1.76895E-002
 1    3      9.89036E-001     -4.98356E-002     -5.53760E-002
 1    4      9.84587E-001     -1.88562E-001     -1.84872E-001
 1    5      9.56973E-001     -4.04516E-001     -3.96953E-001
 1    6      6.52354E-001     -2.83225E-001     -2.84919E-001
 1    7      1.43276E-001     -3.10575E-002     -3.13492E-002
 1    8      8.36078E-002     -1.32772E-003     -1.32772E-003
 1    9      8.10828E-002     -5.79468E-006      3.83334E-005
 1   10      8.02620E-002     -1.10365E-003      7.58634E-005
 1   11      7.95800E-002     -8.78533E-005      9.05461E-005
 1   12      8.06312E-002      1.03447E-003      1.59570E-004
 1   13      8.41272E-002     -1.53216E-003      1.65623E-003
 1   14      1.49046E-001     -3.41634E-002      3.41634E-002
 1   15      6.69207E-001     -2.92276E-001      2.92799E-001
 1   16      9.58303E-001     -4.00942E-001      4.00389E-001
 1   17      9.85425E-001     -1.92465E-001      1.86147E-001
 1   18      9.90153E-001     -6.07833E-002      5.02983E-002
 1   19      9.90809E-001     -1.98054E-002      1.01224E-002
 1   20      9.90958E-001     -6.26480E-003      1.31385E-003
 2    1      9.90740E-001     -1.72850E-003     -9.94098E-003
 2    2      9.89522E-001     -1.42542E-002     -6.01527E-002
 2    3      9.83830E-001     -9.36934E-002     -1.89383E-001
 2    4      9.57963E-001     -3.67373E-001     -3.89742E-001
 2    5      6.69147E-001     -2.91411E-001     -2.91486E-001
 2    6      1.46532E-001     -3.13571E-002     -3.39882E-002
 2    7      8.37890E-002     -1.41443E-003     -1.46127E-003
 2    8      8.10828E-002      3.83334E-005     -5.79468E-006
 2    9      8.12054E-002      3.40471E-005      3.40471E-005
 2   10      8.05468E-002     -1.09836E-003      5.00308E-006
 2   11      7.98297E-002     -5.77474E-005      4.38567E-006
 2   12      8.07192E-002      1.09109E-003      2.18220E-006
 2   13      8.13445E-002     -3.54773E-005      3.54773E-005
 2   14      8.41272E-002     -1.65623E-003      1.53216E-003
 2   15      1.48744E-001     -3.39602E-002      3.37624E-002
 2   16      6.66660E-001     -2.91826E-001      2.90490E-001
 2   17      9.57615E-001     -4.07016E-001      3.95429E-001
 2   18      9.84481E-001     -1.96602E-001      1.83392E-001
 2   19      9.88949E-001     -5.23930E-002      5.58123E-002
 2   20      9.90438E-001     -1.02268E-002      1.56616E-002
 3    1      9.90678E-001     -8.01195E-004     -1.32060E-002
 3    2      9.88341E-001     -8.18919E-003     -1.25389E-001
 3    3      9.72883E-001     -6.53211E-002     -3.63991E-001
 3    4      7.96787E-001     -2.34799E-001     -3.70605E-001
 3    5      1.82558E-001     -3.27158E-002     -6.55594E-002
 3    6      8.41307E-002     -1.33349E-003     -3.62901E-003
 3    7      8.02310E-002     -5.17010E-005     -1.20727E-003
 3    8      8.02620E-002      7.58634E-005     -1.10365E-003
 3    9      8.05468E-002      5.00308E-006     -1.09836E-003
 3   10      7.99783E-002     -1.10867E-003     -1.10867E-003
 3   11      7.92610E-002     -4.24711E-005     -1.09182E-003
 3   12      8.01409E-002      1.07791E-003     -1.07791E-003
 3   13      8.07192E-002     -2.18220E-006     -1.09109E-003
 3   14      8.06312E-002     -1.59570E-004     -1.03447E-003
 3   15      8.34364E-002     -1.59962E-003      3.65664E-004
 3   16      1.45323E-001     -3.36782E-002      3.01019E-002
 3   17      6.55573E-001     -2.94796E-001      2.75046E-001
 3   18      9.55379E-001     -3.75682E-001      3.88487E-001
 3   19      9.83370E-001     -9.71147E-002      1.97061E-001
 3   20      9.89551E-001     -1.46039E-002      6.01311E-002
 4    1      9.90633E-001      1.05749E-013     -1.53469E-012
 4    2      9.88271E-001      7.96497E-003     -1.27197E-001
 4    3      9.71905E-001      5.83684E-002     -3.67338E-001
 4    4      7.77564E-001      2.17494E-001     -3.56252E-001
 4    5      1.71974E-001      3.15030E-002     -5.61557E-002
 4    6      8.31584E-002      1.55490E-003     -2.30546E-003
 4    7      7.95797E-002      8.64245E-005     -2.03671E-004
 4    8      7.95800E-002      9.05461E-005     -8.78533E-005
